"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"1045",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1046",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1047",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1048",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1049",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
"105",9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,7,2
"1050",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1052",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1053",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1054",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1055",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1057",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1058",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1059",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"106",6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,0,7,2
"1060",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1062",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1063",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1064",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1065",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1066",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1067",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1068",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1069",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"107",14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0,1
"1070",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1071",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1073",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1075",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1076",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1077",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1078",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1079",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,28,0,0,0,1
"1082",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1083",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1084",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1085",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1086",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1088",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1089",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"109",10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,8,2
"1091",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1093",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1094",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1095",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1096",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3
"1097",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1099",0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,5,2
"110",14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,13,2
"1100",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1101",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1102",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1103",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1104",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1105",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1106",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1107",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1108",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1109",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"111",12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,8,0,0,15,2
"1110",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1111",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1112",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1113",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
"1115",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1116",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
"1118",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1119",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"112",8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0,1
"1121",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1123",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1124",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1125",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1126",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1127",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
"1128",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1129",0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"113",6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,6,2
"1131",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1132",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1133",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1134",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1135",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1136",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1137",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1138",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"114",7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,5,2
"1141",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1144",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1145",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1146",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1147",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1148",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1149",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"115",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,0,1
"1150",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1151",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1153",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1154",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1155",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1156",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1157",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1159",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"116",6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,31,0,0,0,1
"1161",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1162",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1163",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1164",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1165",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1166",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1167",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1168",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1169",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"117",10,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,33,0,0,0,1
"1170",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1171",0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1172",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3
"1174",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1175",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1177",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1178",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1179",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3
"118",10,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,6,11,2
"1180",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1181",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1182",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1183",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1184",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1185",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1187",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1188",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1189",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"119",11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,13,0,0,9,2
"1190",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1192",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3
"1194",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1195",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1196",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1198",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1199",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,17,0,0,5,1
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,1
"1200",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1201",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1202",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1203",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1205",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1206",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1208",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1209",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"121",6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,11,0,0,0,1
"1211",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1212",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1213",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1214",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1216",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1217",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1218",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1219",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"122",10,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,0,13,2
"1220",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1221",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
"1222",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
"1223",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1224",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1225",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1227",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1228",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1229",0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"123",6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,6,9,2
"1230",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1231",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1232",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1233",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1234",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1236",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1237",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1238",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1239",0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"124",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,5,7,2
"1240",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1241",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1242",0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1245",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1246",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
"1247",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1248",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1249",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"125",7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,6,2
"1250",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1251",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1252",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1253",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1255",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1256",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1257",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1258",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
"1259",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"126",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14,0,7,5,2
"1261",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1263",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1264",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1265",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1266",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1267",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1269",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"127",6,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,23,0,6,11,2
"1270",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1271",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3
"1272",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1273",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1274",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1275",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1276",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1277",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1278",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1279",0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"128",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,6,1
"1280",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1281",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1282",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1284",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1285",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1286",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1288",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1289",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"129",6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,6,5,2
"1290",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1291",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1292",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1293",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1294",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1295",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1296",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1297",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1298",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1299",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"13",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,11,2
"130",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,5,1
"1300",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1301",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3
"1302",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1303",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1304",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3
"1306",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
"1307",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1308",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1309",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"131",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0,1
"1310",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1311",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
