"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"162",12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,1
"1620",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1621",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"1622",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1623",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
"1624",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1626",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1629",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"163",6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,6,0,1
"1631",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1632",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1635",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1636",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1637",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1639",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"164",9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,1
"1640",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1641",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1642",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
"1643",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1644",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1646",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1647",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1648",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1649",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"165",8,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,34,0,0,0,1
"1650",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1652",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1653",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1654",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1656",0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1657",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1658",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1659",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"166",6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0,1
"1660",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3
"1661",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1662",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1663",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1664",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3
"1665",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1667",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
"1669",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"167",5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,0,0,1
"1670",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
"1671",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1672",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1673",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1675",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1676",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1678",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1679",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"168",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,7,7,2
"1680",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1681",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1682",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1683",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1684",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1685",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1686",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1687",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1688",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1689",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"169",5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,5,0,1
"1690",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1691",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1692",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1693",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
"1694",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1695",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1696",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1697",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1698",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1699",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"17",10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,10,5,2
"170",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0,0,8,2
"1700",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1701",0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1705",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
"1708",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1709",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
"171",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8,2
"1713",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1714",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1715",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1716",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"1717",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1718",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1719",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"172",5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,13,0,0,16,2
"1720",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1722",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1723",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1724",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1725",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1726",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1727",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1728",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1729",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"173",14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,1
"1730",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1731",0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1734",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1735",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1736",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1738",0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1739",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"174",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,8,2
"1740",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1741",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1742",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3
"1743",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1744",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1745",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1746",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1747",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1748",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1749",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"175",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,5,1
"1750",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1754",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1755",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1756",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1757",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1758",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1759",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"176",9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,5,2
"1760",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1761",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1762",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1763",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1764",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1765",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1766",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1767",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1768",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1769",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"177",10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,0,0,0,1
"1770",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1771",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1772",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1773",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1777",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1778",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1779",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"178",8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,35,0,0,0,1
"1780",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1781",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1782",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1783",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1784",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1786",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1787",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1789",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"179",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,0,6,1
"1790",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1791",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1792",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1793",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1794",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1795",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1796",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1797",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1799",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"18",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,1
"180",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0,1
"1801",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1802",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1803",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1804",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1805",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1806",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1807",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1808",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1809",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"181",8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,1
"1810",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1811",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1813",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1814",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1819",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"182",12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0,1
"1820",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1821",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1822",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3
"1823",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3
"1824",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1825",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3
"1826",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1827",0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1828",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1829",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"183",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,7,8,2
"1830",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
"1831",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1832",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1833",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1834",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1835",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1836",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1837",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1838",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"1839",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"184",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,8,11,2
"1840",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1841",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3
"1842",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1843",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1844",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1845",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1847",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1848",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"185",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0,1
"1850",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1851",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1852",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1853",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1854",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1855",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1857",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3
"1858",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1859",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"186",7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,5,2
"1860",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"1861",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1862",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1863",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1864",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1865",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1866",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1867",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1868",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1869",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3
"187",6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,10,0,0,15,2
"1870",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3
"1871",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1872",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1873",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1875",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1876",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1877",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1878",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3
"1879",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"188",11,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,18,0,5,7,2
"1881",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1882",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1883",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1884",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1885",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1886",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1887",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1888",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3
"1889",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"189",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,0,0,1
"1890",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1891",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1892",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1893",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1894",0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1895",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1896",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1897",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1898",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1899",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"19",5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,0,7,0,1
"190",12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,30,0,0,0,1
"1900",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1901",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1902",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1903",0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1904",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1905",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1906",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3
"1907",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1908",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1909",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"191",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0,1
"1910",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1911",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1912",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1913",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1915",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1916",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1917",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1918",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"192",12,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,31,0,0,0,1
"1920",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1921",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1922",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1923",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1924",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1925",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1926",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1927",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1928",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"193",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,17,0,0,5,1
"1930",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3
"1931",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1932",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1933",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1936",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1937",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1938",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
